Income,Age,Experience,Married/Single,House_Ownership,Car_Ownership,Profession,CITY,STATE,CURRENT_JOB_YRS,CURRENT_HOUSE_YRS,risk_flag,Risk_Class
8800769,29,4,single,rented,no,Microbiologist,Vasai-Virar,Maharashtra,4,12,0,No Risk
7783136,44,13,single,rented,no,Physician,Miryalaguda,Telangana,9,12,0,No Risk
3460548,36,13,single,rented,no,Web designer,Kumbakonam,Tamil Nadu,5,13,0,No Risk
5764101,35,13,single,rented,no,Architect,Anand,Gujarat,13,11,0,No Risk
1148139,27,9,single,rented,no,Statistician,Visakhapatnam[4],Andhra Pradesh,5,14,0,No Risk
4940114,43,8,single,rented,no,Economist,Kulti,West Bengal,8,10,0,No Risk
6357644,37,5,single,rented,no,Surgeon,Raebareli,Uttar Pradesh,5,12,0,No Risk
2368485,27,10,single,norent_noown,no,Army officer,Kharagpur,West Bengal,7,12,0,No Risk
2363227,66,18,single,rented,yes,Physician,Kolkata,West Bengal,4,11,0,No Risk
5130335,54,4,single,rented,no,Computer operator,Nizamabad,Telangana,4,13,0,No Risk
3376799,24,6,single,rented,no,Computer hardware engineer,Moradabad,Uttar Pradesh,6,13,0,No Risk
4754357,25,0,single,rented,no,Lawyer,Pondicherry,Puducherry,0,12,0,No Risk
7298077,35,2,single,rented,no,Flight attendant,Bhiwandi,Maharashtra,2,13,0,No Risk
8936935,36,0,single,rented,no,Surveyor,Jorhat,Assam,0,14,0,No Risk
2829317,46,13,single,rented,no,Physician,Parbhani,Maharashtra,7,11,0,No Risk
9718890,56,13,single,norent_noown,no,Chef,Proddatur,Andhra Pradesh,8,14,0,No Risk
8908371,25,16,single,rented,no,Chef,Guwahati,Assam,7,11,0,No Risk
6101750,64,4,single,rented,yes,Psychologist,Bhubaneswar,Odisha,4,11,0,No Risk
9635286,73,15,single,rented,yes,Psychologist,Anand,Gujarat,8,11,0,No Risk
2082678,27,2,single,rented,no,Technology specialist,Guwahati,Assam,2,10,0,No Risk
2607689,26,17,single,rented,yes,Graphic Designer,Allahabad,Uttar Pradesh[5],8,11,0,No Risk
8784977,58,17,single,rented,no,Magistrate,Vellore,Tamil Nadu,14,14,1,Risk
8246613,61,8,single,rented,no,Politician,Suryapet,Telangana,8,12,1,Risk
7594168,29,15,single,rented,no,Fashion Designer,Motihari[34],Bihar,5,12,0,No Risk
4816881,59,19,single,rented,no,Firefighter,Satna,Madhya Pradesh,11,10,0,No Risk
2116329,36,9,single,rented,yes,Hotel Manager,Vijayanagaram,Andhra Pradesh,9,13,1,Risk
555482,32,12,single,rented,no,Chartered Accountant,Gorakhpur,Uttar Pradesh,9,11,0,No Risk
8898785,67,10,single,rented,no,Drafter,Tinsukia,Assam,10,12,0,No Risk
4790996,62,16,single,rented,yes,Computer operator,Motihari[34],Bihar,10,11,0,No Risk
1342829,49,13,single,rented,no,Civil engineer,Tirunelveli,Tamil Nadu,8,11,0,No Risk
624985,47,11,single,rented,no,Software Developer,Varanasi,Uttar Pradesh,6,11,0,No Risk
3521091,54,5,married,rented,no,Mechanical engineer,Kadapa[23],Andhra Pradesh,5,14,1,Risk
150879,77,0,single,norent_noown,yes,Lawyer,Rampur,Uttar Pradesh,0,12,0,No Risk
3323452,76,18,single,rented,yes,Psychologist,Mehsana,Gujarat,14,13,0,No Risk
3069692,47,19,single,norent_noown,no,Software Developer,Sultan Pur Majra,Delhi,5,11,0,No Risk
249273,33,18,single,rented,no,Engineer,Amaravati,Andhra Pradesh,9,14,0,No Risk
2299667,24,10,single,rented,no,Army officer,Allahabad,Uttar Pradesh[5],10,13,0,No Risk
3287483,37,8,single,rented,no,Design Engineer,Thoothukudi,Tamil Nadu,7,13,0,No Risk
9768431,72,4,single,owned,yes,Engineer,Hapur,Uttar Pradesh,4,14,0,No Risk
9238134,78,2,single,rented,no,Chef,Erode[17],Tamil Nadu,2,11,0,No Risk
1329677,72,18,single,rented,no,Librarian,Ramgarh,Jharkhand,5,13,0,No Risk
8496659,59,12,single,rented,no,Army officer,Karimnagar,Telangana,8,12,0,No Risk
6567922,23,20,single,norent_noown,yes,Statistician,Asansol,West Bengal,13,13,0,No Risk
5931557,67,8,single,rented,yes,Physician,Rajpur Sonarpur,West Bengal,8,12,0,No Risk
2810048,79,7,single,rented,no,Engineer,Hapur,Uttar Pradesh,7,13,0,No Risk
9241363,62,18,single,rented,yes,Computer operator,Secunderabad,Telangana,5,11,0,No Risk
5113329,59,3,single,rented,no,Microbiologist,Singrauli,Madhya Pradesh,3,14,0,No Risk
1909261,75,5,single,rented,no,Technology specialist,Dhule,Maharashtra,5,13,0,No Risk
1462736,43,13,single,rented,no,Scientist,Ajmer,Rajasthan,12,12,1,Risk
2201037,21,13,single,rented,yes,Surveyor,Bulandshahr,Uttar Pradesh,13,13,0,No Risk
3367218,28,5,single,rented,no,Analyst,Raiganj,West Bengal,4,11,0,No Risk
8458068,34,6,single,rented,no,Dentist,Ambattur,Tamil Nadu,6,13,0,No Risk
5498131,61,15,single,rented,no,Industrial Engineer,Amritsar,Punjab,7,13,0,No Risk
3053891,25,14,single,rented,no,Firefighter,Proddatur,Andhra Pradesh,14,11,0,No Risk
8356848,54,2,single,rented,no,Dentist,Nangloi Jat,Delhi,2,12,1,Risk
2307924,51,15,single,rented,yes,Fashion Designer,Agra,Uttar Pradesh,6,13,1,Risk
9181312,31,5,single,rented,no,Architect,Dhule,Maharashtra,5,13,1,Risk
7727737,41,11,single,rented,no,Civil servant,Giridih,Jharkhand,3,11,0,No Risk
7710303,41,12,single,rented,yes,Comedian,Motihari[34],Bihar,4,14,0,No Risk
991107,34,14,married,rented,yes,Designer,Saharsa[29],Bihar,7,10,0,No Risk
4398916,35,6,single,rented,yes,Computer hardware engineer,Bhavnagar,Gujarat,4,11,0,No Risk
5356329,48,18,single,norent_noown,no,Police officer,Mau,Uttar Pradesh,10,13,0,No Risk
4407294,73,20,single,rented,no,Biomedical Engineer,Surat,Gujarat,7,12,0,No Risk
8261806,70,6,single,rented,no,Graphic Designer,Mangalore,Karnataka,6,11,0,No Risk
8327839,63,2,single,norent_noown,no,Petroleum Engineer,Rohtak,Haryana,2,14,0,No Risk
8658161,79,13,single,rented,no,Politician,Ozhukarai,Puducherry,13,10,0,No Risk
8472760,73,10,single,rented,no,Psychologist,Sasaram[30],Bihar,10,10,0,No Risk
1625328,49,19,single,rented,yes,Firefighter,Ballia,Uttar Pradesh,9,12,1,Risk
1765694,30,5,single,rented,no,Psychologist,Bhind,Madhya Pradesh,5,14,0,No Risk
2049469,70,18,single,rented,no,Engineer,North Dumdum,West Bengal,3,14,0,No Risk
8273187,69,0,single,rented,no,Artist,Raipur,Chhattisgarh,0,14,0,No Risk
3316209,30,13,single,rented,no,Computer hardware engineer,Jaipur,Rajasthan,13,12,1,Risk
4647997,42,18,married,rented,no,Magistrate,Cuttack,Odisha,5,12,0,No Risk
1532701,79,2,single,rented,no,Graphic Designer,Hapur,Uttar Pradesh,2,12,0,No Risk
3425481,62,14,single,rented,yes,Civil servant,Silchar,Assam,12,12,0,No Risk
9327951,26,15,single,rented,yes,Chef,Bihar Sharif,Bihar,14,11,0,No Risk
1172208,35,3,single,rented,no,Biomedical Engineer,Hubliâ€“Dharwad,Karnataka,3,13,1,Risk
5734501,38,14,single,rented,no,Designer,Bangalore,Karnataka,8,12,0,No Risk
830380,47,15,single,rented,yes,Police officer,Jehanabad[38],Bihar,3,14,0,No Risk
8853692,48,15,single,rented,yes,Computer hardware engineer,Tadipatri,Andhra Pradesh,7,14,0,No Risk
7675013,24,17,single,rented,yes,Economist,Hazaribagh,Jharkhand,14,13,0,No Risk
6329215,29,8,single,rented,no,Microbiologist,Vellore,Tamil Nadu,8,10,0,No Risk
8897752,24,3,single,rented,no,Army officer,Purnia[26],Bihar,3,10,0,No Risk
7449317,38,4,single,rented,yes,Petroleum Engineer,Bhimavaram,Andhra Pradesh,4,10,0,No Risk
7659758,43,3,single,rented,no,Firefighter,Phusro,Jharkhand,3,13,1,Risk
321358,78,17,single,rented,no,Dentist,Alwar,Rajasthan,9,13,1,Risk
8451218,74,1,single,rented,no,Financial Analyst,Saharanpur,Uttar Pradesh,1,12,0,No Risk
8007036,56,14,single,owned,no,Biomedical Engineer,Kirari Suleman Nagar,Delhi,4,13,0,No Risk
2047235,61,1,single,rented,yes,Army officer,Faridabad,Haryana,1,13,0,No Risk
7189375,60,12,single,rented,yes,Biomedical Engineer,Motihari[34],Bihar,3,12,0,No Risk
7858466,36,8,single,owned,no,Lawyer,Barasat,West Bengal,8,12,1,Risk
4671184,39,20,married,rented,yes,Designer,Etawah,Uttar Pradesh,3,11,0,No Risk
4913009,65,20,single,rented,yes,Software Developer,Rajahmundry[19][20],Andhra Pradesh,4,12,0,No Risk
6330110,74,17,single,rented,no,Geologist,Chinsurah,West Bengal,11,13,0,No Risk
9602188,26,19,single,rented,yes,Analyst,Saharsa[29],Bihar,10,10,0,No Risk
3293636,74,15,single,rented,yes,Firefighter,Singrauli,Madhya Pradesh,6,14,0,No Risk
2017565,62,9,single,rented,no,Technology specialist,Panvel,Maharashtra,6,11,0,No Risk
8201240,37,1,single,rented,no,Librarian,Guntur[13],Andhra Pradesh,1,13,1,Risk
6105859,44,18,single,rented,no,Design Engineer,Shimla,Himachal Pradesh,10,14,0,No Risk
4931330,22,14,single,rented,yes,Firefighter,Noida,Uttar Pradesh,5,10,0,No Risk
6648862,65,17,single,rented,no,Petroleum Engineer,Gandhinagar,Gujarat,11,13,0,No Risk
7336151,76,20,single,rented,yes,Computer hardware engineer,Jamalpur[36],Bihar,4,12,0,No Risk
5600342,31,20,single,rented,yes,Official,Saharanpur,Uttar Pradesh,7,12,0,No Risk
7068566,49,9,single,rented,no,Designer,Singrauli,Madhya Pradesh,9,11,1,Risk
785016,36,16,single,rented,no,Economist,Hospet,Karnataka,7,12,0,No Risk
4826921,36,5,single,rented,no,Web designer,Begusarai,Bihar,5,13,1,Risk
2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11,0,No Risk
4417332,24,20,single,rented,yes,Secretary,Erode[17],Tamil Nadu,11,14,0,No Risk
8561605,41,16,single,rented,no,Statistician,Bangalore,Karnataka,9,11,1,Risk
9574852,48,14,single,rented,yes,Surveyor,South Dumdum,West Bengal,14,10,1,Risk
448021,54,11,single,rented,no,Flight attendant,Solapur,Maharashtra,11,14,0,No Risk
8671871,28,1,single,rented,no,Computer hardware engineer,Phusro,Jharkhand,1,11,0,No Risk
2092893,50,2,single,rented,yes,Fashion Designer,Thoothukudi,Tamil Nadu,2,11,1,Risk
2946448,63,0,single,rented,no,Dentist,Munger,Bihar,0,13,0,No Risk
1124957,63,11,single,rented,no,Librarian,Gwalior,Madhya Pradesh,11,13,0,No Risk
5765117,43,7,single,rented,no,Police officer,Jamalpur[36],Bihar,7,11,0,No Risk
3097744,57,9,single,rented,yes,Official,Jalgaon,Maharashtra,5,13,1,Risk
6234927,40,0,single,norent_noown,no,Technical writer,Bangalore,Karnataka,0,12,0,No Risk
8201240,37,1,single,rented,no,Librarian,Guntur[13],Andhra Pradesh,1,13,0,No Risk
4270229,73,5,single,rented,no,Scientist,Chapra,Bihar,5,11,0,No Risk
5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13,0,No Risk
7716196,27,5,single,rented,no,Mechanical engineer,Kirari Suleman Nagar,Delhi,5,14,0,No Risk
8259435,64,15,single,rented,no,Technical writer,Chapra,Bihar,4,10,0,No Risk
8370021,40,5,single,rented,no,Technical writer,Gulbarga,Karnataka,5,14,0,No Risk
6588136,27,7,single,rented,no,Graphic Designer,Malegaon,Maharashtra,6,10,0,No Risk
5214871,29,19,married,rented,no,Scientist,Karimnagar,Telangana,13,12,0,No Risk
4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil Nadu,0,13,0,No Risk
1662067,31,14,single,rented,yes,Technical writer,Sirsa,Haryana,7,10,0,No Risk
4244135,30,9,single,rented,no,Librarian,Thanjavur,Tamil Nadu,9,10,0,No Risk
4399912,29,9,single,rented,no,Architect,North Dumdum,West Bengal,9,10,0,No Risk
3608549,23,0,single,rented,no,Technology specialist,Nanded,Maharashtra,0,11,0,No Risk
9610065,23,17,single,rented,yes,Geologist,Maheshtala,West Bengal,6,11,0,No Risk
2715204,62,18,single,rented,yes,Consultant,Nagpur,Maharashtra,9,12,0,No Risk
4536163,66,18,single,rented,no,Drafter,Guwahati,Assam,13,10,0,No Risk
6006615,62,19,single,rented,no,Biomedical Engineer,Orai,Uttar Pradesh,12,12,0,No Risk
7155982,56,10,single,rented,no,Air traffic controller,Berhampore,West Bengal,10,14,0,No Risk
8075181,21,12,single,rented,no,Chartered Accountant,Ongole,Andhra Pradesh,7,14,0,No Risk
3732153,30,0,single,rented,no,Design Engineer,Rajkot,Gujarat,0,11,1,Risk
4031882,35,4,single,rented,yes,Statistician,Nellore[14][15],Andhra Pradesh,4,10,0,No Risk
4158240,38,8,single,rented,yes,Surgeon,Ludhiana,Punjab,8,11,0,No Risk
6151056,56,1,single,rented,yes,Software Developer,Rourkela,Odisha,1,10,0,No Risk
1325345,66,8,single,rented,no,Financial Analyst,Moradabad,Uttar Pradesh,8,14,0,No Risk
5642772,36,5,single,rented,yes,Hotel Manager,Sasaram[30],Bihar,5,13,0,No Risk
2416844,28,18,single,rented,yes,Surgeon,Navi Mumbai,Maharashtra,13,11,0,No Risk
3386878,42,18,single,owned,yes,Technician,Sonipat,Haryana,3,14,0,No Risk
4795452,26,10,single,rented,yes,Economist,Noida,Uttar Pradesh,4,12,0,No Risk
2874640,50,10,single,rented,no,Web designer,Vasai-Virar,Maharashtra,9,12,0,No Risk
2204482,23,9,single,rented,no,Librarian,Morbi,Gujarat,9,14,0,No Risk
3883838,62,19,single,rented,no,Web designer,Chapra,Bihar,13,13,0,No Risk
519314,35,19,married,rented,no,Drafter,Haldia,West Bengal,5,11,0,No Risk
2309585,31,7,married,rented,no,Surveyor,Mirzapur,Uttar Pradesh,7,10,0,No Risk
2745694,36,11,single,rented,no,Industrial Engineer,"Khora, Ghaziabad",Uttar Pradesh,9,13,0,No Risk
8344782,77,16,single,rented,no,Scientist,Rohtak,Haryana,12,10,0,No Risk
8344425,79,17,single,rented,no,Industrial Engineer,Gopalpur,West Bengal,3,13,0,No Risk
579762,48,20,single,rented,no,Consultant,Coimbatore,Tamil Nadu,12,11,0,No Risk
1966474,26,16,single,rented,yes,Biomedical Engineer,Visakhapatnam[4],Andhra Pradesh,4,10,1,Risk
8082415,24,5,single,rented,no,Lawyer,Mira-Bhayandar,Maharashtra,4,13,1,Risk
88025,69,13,single,rented,no,Physician,Jabalpur,Madhya Pradesh,7,12,0,No Risk
9475063,39,9,single,rented,no,Graphic Designer,Malegaon,Maharashtra,4,14,0,No Risk
4254644,77,12,single,rented,no,Computer hardware engineer,Hyderabad,Telangana,7,13,0,No Risk
2537444,49,1,single,rented,yes,Hotel Manager,Muzaffarpur,Bihar,1,12,0,No Risk
4723808,35,0,single,rented,no,Comedian,Erode[17],Tamil Nadu,0,13,1,Risk
3457683,67,18,single,rented,no,Architect,Medininagar,Jharkhand,13,12,0,No Risk
4888019,73,14,single,rented,no,Army officer,Guntakal,Andhra Pradesh,11,10,0,No Risk
1887106,32,20,married,rented,no,Microbiologist,Jabalpur,Madhya Pradesh,8,14,0,No Risk
1697072,78,5,single,rented,yes,Aviator,Maheshtala,West Bengal,5,10,0,No Risk
8760061,30,19,single,rented,no,Mechanical engineer,Mau,Uttar Pradesh,12,14,0,No Risk
3753805,68,0,single,rented,no,Physician,Srinagar,Jammu and Kashmir,0,13,0,No Risk
8813566,38,20,married,rented,no,Geologist,Raurkela Industrial Township,Odisha,6,12,0,No Risk
9843539,54,3,single,rented,no,Air traffic controller,Jalgaon,Maharashtra,3,11,0,No Risk
7662947,46,17,married,rented,yes,Microbiologist,Solapur,Maharashtra,3,10,1,Risk
156398,69,10,single,rented,yes,Technology specialist,Bathinda,Punjab,7,14,0,No Risk
8801912,33,16,married,rented,no,Flight attendant,Gurgaon,Haryana,9,14,0,No Risk
2474838,64,9,single,rented,no,Chemical engineer,Chennai,Tamil Nadu,8,10,0,No Risk
5507871,72,5,married,rented,yes,Designer,Kulti,West Bengal,5,10,0,No Risk
5855304,54,13,single,rented,no,Physician,Jodhpur,Rajasthan,4,10,0,No Risk
4088739,77,20,single,rented,no,Analyst,Ahmednagar,Maharashtra,5,13,0,No Risk
4072094,39,9,single,rented,no,Graphic Designer,Farrukhabad,Uttar Pradesh,9,14,0,No Risk
46750,33,13,single,rented,yes,Chef,Morbi,Gujarat,10,11,0,No Risk
9191189,21,2,single,rented,no,Librarian,Uluberia,West Bengal,2,10,1,Risk
2175522,64,1,single,rented,no,Librarian,Mangalore,Karnataka,1,13,0,No Risk
8998014,72,13,single,rented,yes,Politician,Pondicherry,Puducherry,9,11,0,No Risk
4726953,61,14,single,rented,no,Air traffic controller,Haridwar,Uttarakhand,14,14,0,No Risk
7154493,28,4,single,rented,no,Engineer,Dindigul,Tamil Nadu,4,13,0,No Risk
1171428,45,11,single,rented,yes,Statistician,Agartala,Tripura,5,11,0,No Risk
7444228,43,16,single,rented,no,Economist,Gangtok,Sikkim,3,13,0,No Risk
9820355,62,8,single,rented,no,Scientist,Khammam,Telangana,8,10,0,No Risk
6103090,62,2,single,rented,yes,Chartered Accountant,Hosur,Tamil Nadu,2,13,0,No Risk
672968,68,18,married,rented,no,Technology specialist,Jehanabad[38],Bihar,5,12,1,Risk
6444410,34,11,single,rented,no,Designer,Burhanpur,Madhya Pradesh,3,11,0,No Risk
897017,45,0,single,rented,yes,Software Developer,Vadodara,Gujarat,0,13,0,No Risk
9601652,60,4,married,rented,no,Aviator,Tadepalligudem,Andhra Pradesh,4,11,0,No Risk
9791163,54,18,single,rented,yes,Industrial Engineer,Kollam,Kerala,11,14,0,No Risk
5096110,24,18,single,rented,yes,Surgeon,Kishanganj[35],Bihar,11,12,0,No Risk
227394,56,12,single,rented,no,Firefighter,Patna,Bihar,5,14,1,Risk
5284369,76,13,married,rented,no,Consultant,Kishanganj[35],Bihar,9,11,0,No Risk
6381365,67,11,single,rented,no,Surveyor,Ulhasnagar,Maharashtra,4,12,0,No Risk
1258437,36,19,single,rented,no,Statistician,Thiruvananthapuram,Kerala,11,11,0,No Risk
4176099,29,3,single,rented,yes,Mechanical engineer,Surendranagar Dudhrej,Gujarat,3,10,0,No Risk
2822666,31,0,single,rented,yes,Web designer,Ambarnath,Maharashtra,0,11,0,No Risk
4145448,50,4,single,rented,no,Official,Srinagar,Jammu and Kashmir,4,12,0,No Risk
1687470,79,0,single,rented,no,Surgeon,Amroha,Uttar Pradesh,0,10,1,Risk
8424956,57,12,single,rented,no,Engineer,Kadapa[23],Andhra Pradesh,12,10,0,No Risk
6798278,67,15,single,rented,no,Designer,Latur,Maharashtra,9,10,0,No Risk
3160585,42,10,single,rented,no,Analyst,Srinagar,Jammu and Kashmir,8,10,0,No Risk
3458394,56,9,single,rented,yes,Air traffic controller,Tirupati[21][22],Andhra Pradesh,9,12,0,No Risk
3662229,39,0,single,rented,no,Civil engineer,Buxar[37],Bihar,0,14,0,No Risk
9469019,48,0,single,rented,no,Mechanical engineer,Satna,Madhya Pradesh,0,12,0,No Risk
416754,26,6,single,rented,no,Graphic Designer,Tadipatri,Andhra Pradesh,4,12,0,No Risk
9976619,71,5,single,rented,no,Artist,New Delhi,Delhi,4,12,0,No Risk
753622,74,18,single,rented,no,Design Engineer,Vasai-Virar,Maharashtra,10,10,1,Risk
4188269,29,11,single,rented,no,Industrial Engineer,Amaravati,Andhra Pradesh,11,11,0,No Risk
7508587,58,13,single,rented,no,Microbiologist,Singrauli,Madhya Pradesh,13,11,0,No Risk
3159260,62,4,single,rented,no,Petroleum Engineer,Panihati,West Bengal,4,10,0,No Risk
8486952,58,8,single,rented,no,Petroleum Engineer,Gwalior,Madhya Pradesh,7,13,0,No Risk
1429614,73,6,single,rented,yes,Comedian,Madhyamgram,West Bengal,6,14,0,No Risk
1728444,66,10,single,rented,yes,Magistrate,Jhansi,Uttar Pradesh,10,13,0,No Risk
5956675,50,3,single,rented,yes,Biomedical Engineer,Panvel,Maharashtra,3,13,0,No Risk
7613756,41,15,single,rented,no,Official,Malda,West Bengal,10,13,1,Risk
3797942,78,10,single,rented,no,Scientist,Satara,Maharashtra,7,14,0,No Risk
333430,34,6,single,rented,yes,Army officer,Kalyan-Dombivli,Maharashtra,6,11,0,No Risk
8688770,78,3,single,rented,yes,Statistician,Bongaigaon,Assam,3,11,0,No Risk
5372147,42,4,single,rented,no,Firefighter,Rajpur Sonarpur,West Bengal,4,12,0,No Risk
6797003,73,19,single,rented,no,Financial Analyst,Howrah,West Bengal,6,12,0,No Risk
389805,25,18,single,rented,no,Hotel Manager,Agra,Uttar Pradesh,12,14,1,Risk
5046744,63,17,single,rented,no,Aviator,Rohtak,Haryana,8,10,1,Risk
2050096,42,1,single,rented,no,Technology specialist,Bhalswa Jahangir Pur,Delhi,1,11,0,No Risk
1225686,65,9,single,rented,no,Comedian,Hospet,Karnataka,5,13,0,No Risk
4220551,79,1,single,rented,no,Surveyor,Gurgaon,Haryana,1,14,0,No Risk
3430788,63,3,single,rented,no,Design Engineer,Bidar,Karnataka,3,10,0,No Risk
4417876,79,8,single,rented,no,Technician,Kochi,Kerala,8,13,0,No Risk
7781258,72,9,single,rented,no,Army officer,South Dumdum,West Bengal,9,11,0,No Risk
1670303,35,13,married,rented,no,Analyst,Berhampore,West Bengal,5,14,0,No Risk
4285790,69,11,single,rented,no,Computer operator,Tumkur,Karnataka,5,10,0,No Risk
5957090,48,18,married,rented,yes,Economist,Hubliâ€“Dharwad,Karnataka,3,12,0,No Risk
8043880,57,12,single,rented,no,Financial Analyst,Kollam,Kerala,8,10,0,No Risk
8958480,49,2,single,rented,no,Web designer,Bhind,Madhya Pradesh,2,13,1,Risk
8030487,62,3,single,rented,no,Computer operator,Junagadh,Gujarat,3,13,1,Risk
9846056,28,12,single,rented,no,Analyst,Noida,Uttar Pradesh,12,13,0,No Risk
7023630,22,10,married,rented,no,Librarian,Dehri[30],Bihar,4,11,1,Risk
248099,56,9,single,rented,no,Police officer,Surat,Gujarat,7,12,0,No Risk
5360758,50,15,married,rented,yes,Air traffic controller,Guntur[13],Andhra Pradesh,6,11,0,No Risk
72998,51,16,single,rented,no,Geologist,Purnia[26],Bihar,13,13,0,No Risk
9348360,48,12,single,rented,yes,Financial Analyst,Lucknow,Uttar Pradesh,12,10,0,No Risk
6101750,64,4,single,rented,yes,Psychologist,Bhubaneswar,Odisha,4,11,0,No Risk
6382731,51,8,single,rented,yes,Surveyor,Dehradun,Uttarakhand,5,11,0,No Risk
2806082,76,10,single,owned,no,Army officer,Hospet,Karnataka,10,14,0,No Risk
4281675,65,15,single,rented,no,Mechanical engineer,Loni,Uttar Pradesh,6,11,0,No Risk
5653642,42,3,single,rented,no,Civil engineer,Mumbai,Maharashtra,3,11,0,No Risk
3846302,66,14,single,rented,yes,Petroleum Engineer,Bhatpara,West Bengal,6,11,1,Risk
5616245,76,20,single,rented,yes,Surveyor,Kadapa[23],Andhra Pradesh,13,13,0,No Risk
6269156,66,6,single,rented,no,Hotel Manager,Chandrapur,Maharashtra,6,12,0,No Risk
7392946,33,12,single,rented,no,Surgeon,Aizawl,Mizoram,8,10,0,No Risk
8888670,23,5,single,rented,no,Physician,Jamnagar,Gujarat,5,12,0,No Risk
5165913,78,5,single,rented,no,Architect,Guntur[13],Andhra Pradesh,5,12,0,No Risk
